"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken"
"H5","CHN","43","China","USA","United States",2020,"Gross Imp.",1,1798.905,0,1
"H5","CHN","43","China","USA","United States",2021,"Gross Imp.",1,1426.386,0,1
"H5","CHN","43","China","WLD"," World",2017,"Gross Imp.",1,1241833.122,0,1
"H5","CHN","43","China","WLD"," World",2018,"Gross Imp.",1,1038386.033,0,1
"H5","CHN","43","China","WLD"," World",2019,"Gross Imp.",1,1020386.972,0,1
"H5","CHN","43","China","WLD"," World",2020,"Gross Imp.",1,543565.651,0,1
"H5","CHN","43","China","WLD"," World",2021,"Gross Imp.",1,946558.759,0,1
"H5","CHN","44","China","CHN","China",2017,"Gross Imp.",1,17982.515,0,1
"H5","CHN","44","China","CHN","China",2018,"Gross Imp.",1,18051.538,0,1
"H5","CHN","44","China","CHN","China",2019,"Gross Imp.",1,17276.784,0,1
"H5","CHN","44","China","CHN","China",2020,"Gross Imp.",1,16507.085,0,1
"H5","CHN","44","China","CHN","China",2021,"Gross Imp.",1,21985.774,0,1
"H5","CHN","44","China","USA","United States",2017,"Gross Imp.",1,3069345.969,0,1
"H5","CHN","44","China","USA","United States",2018,"Gross Imp.",1,3081398.819,0,1
"H5","CHN","44","China","USA","United States",2019,"Gross Imp.",1,1580077.87,0,1
"H5","CHN","44","China","USA","United States",2020,"Gross Imp.",1,1454686.732,0,1
"H5","CHN","44","China","USA","United States",2021,"Gross Imp.",1,1966489.123,0,1
"H5","CHN","44","China","WLD"," World",2017,"Gross Imp.",1,23421966.357,0,1
"H5","CHN","44","China","WLD"," World",2018,"Gross Imp.",1,24919348.503,0,1
"H5","CHN","44","China","WLD"," World",2019,"Gross Imp.",1,21982012.564,0,1
"H5","CHN","44","China","WLD"," World",2020,"Gross Imp.",1,20190473.455,0,1
"H5","CHN","44","China","WLD"," World",2021,"Gross Imp.",1,24239278.352,0,1
"H5","CHN","45","China","CHN","China",2017,"Gross Imp.",1,79.804,0,1
"H5","CHN","45","China","CHN","China",2018,"Gross Imp.",1,46.198,0,1
"H5","CHN","45","China","CHN","China",2019,"Gross Imp.",1,38.634,0,1
"H5","CHN","45","China","CHN","China",2020,"Gross Imp.",1,43.964,0,1
"H5","CHN","45","China","CHN","China",2021,"Gross Imp.",1,66.537,0,1
"H5","CHN","45","China","USA","United States",2017,"Gross Imp.",1,294.875,0,1
"H5","CHN","45","China","USA","United States",2018,"Gross Imp.",1,200.817,0,1
"H5","CHN","45","China","USA","United States",2019,"Gross Imp.",1,208.176,0,1
"H5","CHN","45","China","USA","United States",2020,"Gross Imp.",1,174.141,0,1
"H5","CHN","45","China","USA","United States",2021,"Gross Imp.",1,132.072,0,1
"H5","CHN","45","China","WLD"," World",2017,"Gross Imp.",1,47686.673,0,1
"H5","CHN","45","China","WLD"," World",2018,"Gross Imp.",1,56106.616,0,1
"H5","CHN","45","China","WLD"," World",2019,"Gross Imp.",1,40526.846,0,1
"H5","CHN","45","China","WLD"," World",2020,"Gross Imp.",1,35147.681,0,1
"H5","CHN","45","China","WLD"," World",2021,"Gross Imp.",1,48189.164,0,1
"H5","CHN","46","China","CHN","China",2017,"Gross Imp.",1,1075.808,0,1
"H5","CHN","46","China","CHN","China",2018,"Gross Imp.",1,809.526,0,1
"H5","CHN","46","China","CHN","China",2019,"Gross Imp.",1,896.967,0,1
"H5","CHN","46","China","CHN","China",2020,"Gross Imp.",1,868.317,0,1
"H5","CHN","46","China","CHN","China",2021,"Gross Imp.",1,602.322,0,1
"H5","CHN","46","China","USA","United States",2017,"Gross Imp.",1,394.388,0,1
"H5","CHN","46","China","USA","United States",2018,"Gross Imp.",1,201.298,0,1
"H5","CHN","46","China","USA","United States",2019,"Gross Imp.",1,110.384,0,1
"H5","CHN","46","China","USA","United States",2020,"Gross Imp.",1,59.175,0,1
"H5","CHN","46","China","USA","United States",2021,"Gross Imp.",1,49.066,0,1
"H5","CHN","46","China","WLD"," World",2017,"Gross Imp.",1,14575.42,0,1
"H5","CHN","46","China","WLD"," World",2018,"Gross Imp.",1,15779.829,0,1
"H5","CHN","46","China","WLD"," World",2019,"Gross Imp.",1,18623.385,0,1
"H5","CHN","46","China","WLD"," World",2020,"Gross Imp.",1,16238.846,0,1
"H5","CHN","46","China","WLD"," World",2021,"Gross Imp.",1,19704.431,0,1
"H5","CHN","47","China","CHN","China",2017,"Gross Imp.",1,658.018,0,1
"H5","CHN","47","China","CHN","China",2018,"Gross Imp.",1,399.258,0,1
"H5","CHN","47","China","CHN","China",2019,"Gross Imp.",1,97.733,0,1
"H5","CHN","47","China","CHN","China",2020,"Gross Imp.",1,19.994,0,1
"H5","CHN","47","China","CHN","China",2021,"Gross Imp.",1,156.345,0,1
"H5","CHN","47","China","USA","United States",2017,"Gross Imp.",1,4383845.419,0,1
"H5","CHN","47","China","USA","United States",2018,"Gross Imp.",1,3392692.795,0,1
"H5","CHN","47","China","USA","United States",2019,"Gross Imp.",1,2360043.064,0,1
"H5","CHN","47","China","USA","United States",2020,"Gross Imp.",1,2104197.927,0,1
"H5","CHN","47","China","USA","United States",2021,"Gross Imp.",1,1681787.537,0,1
"H5","CHN","47","China","WLD"," World",2017,"Gross Imp.",1,21214006.775,0,1
"H5","CHN","47","China","WLD"," World",2018,"Gross Imp.",1,24010355.653,0,1
"H5","CHN","47","China","WLD"," World",2019,"Gross Imp.",1,19055987.837,0,1
"H5","CHN","47","China","WLD"," World",2020,"Gross Imp.",1,16860154.31,0,1
"H5","CHN","47","China","WLD"," World",2021,"Gross Imp.",1,20171253.283,0,1
"H5","CHN","48","China","CHN","China",2017,"Gross Imp.",1,163992.149,0,1
"H5","CHN","48","China","CHN","China",2018,"Gross Imp.",1,170346.838,0,1
"H5","CHN","48","China","CHN","China",2019,"Gross Imp.",1,154460.552,0,1
"H5","CHN","48","China","CHN","China",2020,"Gross Imp.",1,132006.33,0,1
"H5","CHN","48","China","CHN","China",2021,"Gross Imp.",1,148682.13,0,1
"H5","CHN","48","China","USA","United States",2017,"Gross Imp.",1,867513.498,0,1
"H5","CHN","48","China","USA","United States",2018,"Gross Imp.",1,1018437.326,0,1
"H5","CHN","48","China","USA","United States",2019,"Gross Imp.",1,776758.226,0,1
"H5","CHN","48","China","USA","United States",2020,"Gross Imp.",1,865423.351,0,1
"H5","CHN","48","China","USA","United States",2021,"Gross Imp.",1,799626.799,0,1
"H5","CHN","48","China","WLD"," World",2017,"Gross Imp.",1,4981982.649,0,1
"H5","CHN","48","China","WLD"," World",2018,"Gross Imp.",1,6203230.715,0,1
"H5","CHN","48","China","WLD"," World",2019,"Gross Imp.",1,5272058.135,0,1
"H5","CHN","48","China","WLD"," World",2020,"Gross Imp.",1,7335794.839,0,1
"H5","CHN","48","China","WLD"," World",2021,"Gross Imp.",1,8825730.976,0,1
"H5","CHN","49","China","CHN","China",2017,"Gross Imp.",1,78456.85,0,1
"H5","CHN","49","China","CHN","China",2018,"Gross Imp.",1,128369.599,0,1
"H5","CHN","49","China","CHN","China",2019,"Gross Imp.",1,76685.502,0,1
"H5","CHN","49","China","CHN","China",2020,"Gross Imp.",1,93840.482,0,1
"H5","CHN","49","China","CHN","China",2021,"Gross Imp.",1,119640.952,0,1
"H5","CHN","49","China","USA","United States",2017,"Gross Imp.",1,502502.717,0,1
"H5","CHN","49","China","USA","United States",2018,"Gross Imp.",1,605935.619,0,1
"H5","CHN","49","China","USA","United States",2019,"Gross Imp.",1,553215.369,0,1
"H5","CHN","49","China","USA","United States",2020,"Gross Imp.",1,547492.156,0,1
"H5","CHN","49","China","USA","United States",2021,"Gross Imp.",1,680529.364,0,1
"H5","CHN","49","China","WLD"," World",2017,"Gross Imp.",1,1714290.695,0,1
"H5","CHN","49","China","WLD"," World",2018,"Gross Imp.",1,2073895.816,0,1
"H5","CHN","49","China","WLD"," World",2019,"Gross Imp.",1,2362934.161,0,1
"H5","CHN","49","China","WLD"," World",2020,"Gross Imp.",1,2206527.518,0,1
"H5","CHN","49","China","WLD"," World",2021,"Gross Imp.",1,2368974.55,0,1
"H5","CHN","50","China","CHN","China",2017,"Gross Imp.",1,12688.887,0,1
"H5","CHN","50","China","CHN","China",2018,"Gross Imp.",1,9020.185,0,1
"H5","CHN","50","China","CHN","China",2019,"Gross Imp.",1,8408.264,0,1
"H5","CHN","50","China","CHN","China",2020,"Gross Imp.",1,4318.557,0,1
"H5","CHN","50","China","CHN","China",2021,"Gross Imp.",1,6450.147,0,1
"H5","CHN","50","China","USA","United States",2017,"Gross Imp.",1,226.887,0,1
"H5","CHN","50","China","USA","United States",2018,"Gross Imp.",1,191.952,0,1
"H5","CHN","50","China","USA","United States",2019,"Gross Imp.",1,43.559,0,1
"H5","CHN","50","China","USA","United States",2020,"Gross Imp.",1,21.111,0,1
"H5","CHN","50","China","USA","United States",2021,"Gross Imp.",1,42.34,0,1
"H5","CHN","50","China","WLD"," World",2017,"Gross Imp.",1,50634.382,0,1
"H5","CHN","50","China","WLD"," World",2018,"Gross Imp.",1,53310.286,0,1
"H5","CHN","50","China","WLD"," World",2019,"Gross Imp.",1,56580.924,0,1
"H5","CHN","50","China","WLD"," World",2020,"Gross Imp.",1,48427.915,0,1
"H5","CHN","50","China","WLD"," World",2021,"Gross Imp.",1,91991.554,0,1
"H5","CHN","51","China","CHN","China",2017,"Gross Imp.",1,141050.802,0,1
"H5","CHN","51","China","CHN","China",2018,"Gross Imp.",1,128900.245,0,1
"H5","CHN","51","China","CHN","China",2019,"Gross Imp.",1,91858.475,0,1
"H5","CHN","51","China","CHN","China",2020,"Gross Imp.",1,77401.76,0,1
"H5","CHN","51","China","CHN","China",2021,"Gross Imp.",1,88545.024,0,1
"H5","CHN","51","China","USA","United States",2017,"Gross Imp.",1,16592.758,0,1
"H5","CHN","51","China","USA","United States",2018,"Gross Imp.",1,18675.01,0,1
"H5","CHN","51","China","USA","United States",2019,"Gross Imp.",1,7093.525,0,1
"H5","CHN","51","China","USA","United States",2020,"Gross Imp.",1,3277.348,0,1
"H5","CHN","51","China","USA","United States",2021,"Gross Imp.",1,8549.287,0,1
"H5","CHN","51","China","WLD"," World",2017,"Gross Imp.",1,3632012.972,0,1
"H5","CHN","51","China","WLD"," World",2018,"Gross Imp.",1,4197661.745,0,1
"H5","CHN","51","China","WLD"," World",2019,"Gross Imp.",1,3223472.562,0,1
"H5","CHN","51","China","WLD"," World",2020,"Gross Imp.",1,2292872.18,0,1
"H5","CHN","51","China","WLD"," World",2021,"Gross Imp.",1,3199793.961,0,1
"H5","CHN","52","China","CHN","China",2017,"Gross Imp.",1,607644.088,0,1
"H5","CHN","52","China","CHN","China",2018,"Gross Imp.",1,539885.662,0,1
"H5","CHN","52","China","CHN","China",2019,"Gross Imp.",1,363232.314,0,1
"H5","CHN","52","China","CHN","China",2020,"Gross Imp.",1,195103.014,0,1
"H5","CHN","52","China","CHN","China",2021,"Gross Imp.",1,179036.904,0,1
"H5","CHN","52","China","USA","United States",2017,"Gross Imp.",1,1072848.335,0,1
"H5","CHN","52","China","USA","United States",2018,"Gross Imp.",1,1105897.579,0,1
"H5","CHN","52","China","USA","United States",2019,"Gross Imp.",1,735634.325,0,1
"H5","CHN","52","China","USA","United States",2020,"Gross Imp.",1,1606406.766,0,1
"H5","CHN","52","China","USA","United States",2021,"Gross Imp.",1,1590847.965,0,1
"H5","CHN","52","China","WLD"," World",2017,"Gross Imp.",1,8614957.705,0,1
"H5","CHN","52","China","WLD"," World",2018,"Gross Imp.",1,9889820.819,0,1
"H5","CHN","52","China","WLD"," World",2019,"Gross Imp.",1,9227514.463,0,1
"H5","CHN","52","China","WLD"," World",2020,"Gross Imp.",1,8278843.566,0,1
"H5","CHN","52","China","WLD"," World",2021,"Gross Imp.",1,10534596.469,0,1
"H5","CHN","53","China","CHN","China",2017,"Gross Imp.",1,13112.811,0,1
"H5","CHN","53","China","CHN","China",2018,"Gross Imp.",1,10929.537,0,1
"H5","CHN","53","China","CHN","China",2019,"Gross Imp.",1,9756.283,0,1
"H5","CHN","53","China","CHN","China",2020,"Gross Imp.",1,4642.114,0,1
"H5","CHN","53","China","CHN","China",2021,"Gross Imp.",1,6112.609,0,1
"H5","CHN","53","China","USA","United States",2017,"Gross Imp.",1,238.869,0,1
"H5","CHN","53","China","USA","United States",2018,"Gross Imp.",1,340.109,0,1
"H5","CHN","53","China","USA","United States",2019,"Gross Imp.",1,170.006,0,1
"H5","CHN","53","China","USA","United States",2020,"Gross Imp.",1,103.075,0,1
"H5","CHN","53","China","USA","United States",2021,"Gross Imp.",1,122.051,0,1
"H5","CHN","53","China","WLD"," World",2017,"Gross Imp.",1,806377.918,0,1
"H5","CHN","53","China","WLD"," World",2018,"Gross Imp.",1,916946.323,0,1
"H5","CHN","53","China","WLD"," World",2019,"Gross Imp.",1,1057997.443,0,1
"H5","CHN","53","China","WLD"," World",2020,"Gross Imp.",1,811208.172,0,1
"H5","CHN","53","China","WLD"," World",2021,"Gross Imp.",1,1023116.602,0,1
"H5","CHN","54","China","CHN","China",2017,"Gross Imp.",1,175721.56,0,1
"H5","CHN","54","China","CHN","China",2018,"Gross Imp.",1,159831.031,0,1
"H5","CHN","54","China","CHN","China",2019,"Gross Imp.",1,121913.294,0,1
"H5","CHN","54","China","CHN","China",2020,"Gross Imp.",1,89733.889,0,1
"H5","CHN","54","China","CHN","China",2021,"Gross Imp.",1,87165.091,0,1
"H5","CHN","54","China","USA","United States",2017,"Gross Imp.",1,131758.475,0,1
"H5","CHN","54","China","USA","United States",2018,"Gross Imp.",1,123892.407,0,1
"H5","CHN","54","China","USA","United States",2019,"Gross Imp.",1,114882.393,0,1
"H5","CHN","54","China","USA","United States",2020,"Gross Imp.",1,93765.604,0,1
"H5","CHN","54","China","USA","United States",2021,"Gross Imp.",1,106508.389,0,1
"H5","CHN","54","China","WLD"," World",2017,"Gross Imp.",1,3009220.528,0,1
"H5","CHN","54","China","WLD"," World",2018,"Gross Imp.",1,3153496.811,0,1
"H5","CHN","54","China","WLD"," World",2019,"Gross Imp.",1,2868858.425,0,1
"H5","CHN","54","China","WLD"," World",2020,"Gross Imp.",1,2215700.196,0,1
"H5","CHN","54","China","WLD"," World",2021,"Gross Imp.",1,2765252.274,0,1
"H5","CHN","55","China","CHN","China",2017,"Gross Imp.",1,171596.134,0,1
"H5","CHN","55","China","CHN","China",2018,"Gross Imp.",1,173256.086,0,1
"H5","CHN","55","China","CHN","China",2019,"Gross Imp.",1,153757.999,0,1
"H5","CHN","55","China","CHN","China",2020,"Gross Imp.",1,74740.32,0,1
"H5","CHN","55","China","CHN","China",2021,"Gross Imp.",1,78613.711,0,1
"H5","CHN","55","China","USA","United States",2017,"Gross Imp.",1,203672.083,0,1
"H5","CHN","55","China","USA","United States",2018,"Gross Imp.",1,159457.064,0,1
"H5","CHN","55","China","USA","United States",2019,"Gross Imp.",1,82155.54,0,1
"H5","CHN","55","China","USA","United States",2020,"Gross Imp.",1,62915.484,0,1
"H5","CHN","55","China","USA","United States",2021,"Gross Imp.",1,89781.465,0,1
"H5","CHN","55","China","WLD"," World",2017,"Gross Imp.",1,2376398.615,0,1
"H5","CHN","55","China","WLD"," World",2018,"Gross Imp.",1,2477355.644,0,1
"H5","CHN","55","China","WLD"," World",2019,"Gross Imp.",1,2255966.065,0,1
"H5","CHN","55","China","WLD"," World",2020,"Gross Imp.",1,1627087.747,0,1
"H5","CHN","55","China","WLD"," World",2021,"Gross Imp.",1,1802989.965,0,1
"H5","CHN","56","China","CHN","China",2017,"Gross Imp.",1,54354.135,0,1
"H5","CHN","56","China","CHN","China",2018,"Gross Imp.",1,50670.362,0,1
"H5","CHN","56","China","CHN","China",2019,"Gross Imp.",1,35825.285,0,1
"H5","CHN","56","China","CHN","China",2020,"Gross Imp.",1,42500.194,0,1
"H5","CHN","56","China","CHN","China",2021,"Gross Imp.",1,51049.724,0,1
"H5","CHN","56","China","USA","United States",2017,"Gross Imp.",1,180502.706,0,1
"H5","CHN","56","China","USA","United States",2018,"Gross Imp.",1,180783.956,0,1
"H5","CHN","56","China","USA","United States",2019,"Gross Imp.",1,149017.996,0,1
"H5","CHN","56","China","USA","United States",2020,"Gross Imp.",1,199667.427,0,1
"H5","CHN","56","China","USA","United States",2021,"Gross Imp.",1,203488.849,0,1
"H5","CHN","56","China","WLD"," World",2017,"Gross Imp.",1,1298862.241,0,1
"H5","CHN","56","China","WLD"," World",2018,"Gross Imp.",1,1325884.872,0,1
"H5","CHN","56","China","WLD"," World",2019,"Gross Imp.",1,1241669.405,0,1
"H5","CHN","56","China","WLD"," World",2020,"Gross Imp.",1,1484787.295,0,1
"H5","CHN","56","China","WLD"," World",2021,"Gross Imp.",1,1442094.585,0,1
"H5","CHN","57","China","CHN","China",2017,"Gross Imp.",1,1394.203,0,1
"H5","CHN","57","China","CHN","China",2018,"Gross Imp.",1,1925.269,0,1
"H5","CHN","57","China","CHN","China",2019,"Gross Imp.",1,2109.813,0,1
"H5","CHN","57","China","CHN","China",2020,"Gross Imp.",1,2031.435,0,1
"H5","CHN","57","China","CHN","China",2021,"Gross Imp.",1,16022.888,0,1
"H5","CHN","57","China","USA","United States",2017,"Gross Imp.",1,20810.822,0,1
"H5","CHN","57","China","USA","United States",2018,"Gross Imp.",1,18964.512,0,1
"H5","CHN","57","China","USA","United States",2019,"Gross Imp.",1,19827.936,0,1
"H5","CHN","57","China","USA","United States",2020,"Gross Imp.",1,4545.518,0,1
"H5","CHN","57","China","USA","United States",2021,"Gross Imp.",1,6246.968,0,1
"H5","CHN","57","China","WLD"," World",2017,"Gross Imp.",1,132834.607,0,1
"H5","CHN","57","China","WLD"," World",2018,"Gross Imp.",1,136618.887,0,1
"H5","CHN","57","China","WLD"," World",2019,"Gross Imp.",1,119776.336,0,1
"H5","CHN","57","China","WLD"," World",2020,"Gross Imp.",1,79491.107,0,1
"H5","CHN","57","China","WLD"," World",2021,"Gross Imp.",1,109143.887,0,1
"H5","CHN","58","China","CHN","China",2017,"Gross Imp.",1,122184.702,0,1
"H5","CHN","58","China","CHN","China",2018,"Gross Imp.",1,101317.418,0,1
"H5","CHN","58","China","CHN","China",2019,"Gross Imp.",1,93610.436,0,1
"H5","CHN","58","China","CHN","China",2020,"Gross Imp.",1,57816.895,0,1
"H5","CHN","58","China","CHN","China",2021,"Gross Imp.",1,72717.135,0,1
"H5","CHN","58","China","USA","United States",2017,"Gross Imp.",1,21250.202,0,1
"H5","CHN","58","China","USA","United States",2018,"Gross Imp.",1,25549.054,0,1
"H5","CHN","58","China","USA","United States",2019,"Gross Imp.",1,20894.047,0,1
"H5","CHN","58","China","USA","United States",2020,"Gross Imp.",1,13400.091,0,1
"H5","CHN","58","China","USA","United States",2021,"Gross Imp.",1,15947.939,0,1
"H5","CHN","58","China","WLD"," World",2017,"Gross Imp.",1,521085.864,0,1
"H5","CHN","58","China","WLD"," World",2018,"Gross Imp.",1,512879.466,0,1
"H5","CHN","58","China","WLD"," World",2019,"Gross Imp.",1,454256.827,0,1
"H5","CHN","58","China","WLD"," World",2020,"Gross Imp.",1,329826.412,0,1
"H5","CHN","58","China","WLD"," World",2021,"Gross Imp.",1,400759.211,0,1
"H5","CHN","59","China","CHN","China",2017,"Gross Imp.",1,108315.306,0,1
"H5","CHN","59","China","CHN","China",2018,"Gross Imp.",1,116158.559,0,1
"H5","CHN","59","China","CHN","China",2019,"Gross Imp.",1,112196.084,0,1
"H5","CHN","59","China","CHN","China",2020,"Gross Imp.",1,86590.543,0,1
"H5","CHN","59","China","CHN","China",2021,"Gross Imp.",1,108896.531,0,1
"H5","CHN","59","China","USA","United States",2017,"Gross Imp.",1,119313.422,0,1
"H5","CHN","59","China","USA","United States",2018,"Gross Imp.",1,117485.459,0,1
"H5","CHN","59","China","USA","United States",2019,"Gross Imp.",1,93153.281,0,1
"H5","CHN","59","China","USA","United States",2020,"Gross Imp.",1,75738.308,0,1
"H5","CHN","59","China","USA","United States",2021,"Gross Imp.",1,85615.186,0,1
"H5","CHN","59","China","WLD"," World",2017,"Gross Imp.",1,1786517.251,0,1
"H5","CHN","59","China","WLD"," World",2018,"Gross Imp.",1,1809506.975,0,1
"H5","CHN","59","China","WLD"," World",2019,"Gross Imp.",1,1689662.749,0,1
"H5","CHN","59","China","WLD"," World",2020,"Gross Imp.",1,1466580.955,0,1
"H5","CHN","59","China","WLD"," World",2021,"Gross Imp.",1,1664885.323,0,1
"H5","CHN","60","China","CHN","China",2017,"Gross Imp.",1,296486.967,0,1
"H5","CHN","60","China","CHN","China",2018,"Gross Imp.",1,282896.517,0,1
"H5","CHN","60","China","CHN","China",2019,"Gross Imp.",1,202919.153,0,1
"H5","CHN","60","China","CHN","China",2020,"Gross Imp.",1,115970.67,0,1
"H5","CHN","60","China","CHN","China",2021,"Gross Imp.",1,117153.514,0,1
"H5","CHN","60","China","USA","United States",2017,"Gross Imp.",1,12755.904,0,1
"H5","CHN","60","China","USA","United States",2018,"Gross Imp.",1,11288.58,0,1
"H5","CHN","60","China","USA","United States",2019,"Gross Imp.",1,12730.333,0,1
"H5","CHN","60","China","USA","United States",2020,"Gross Imp.",1,8380.461,0,1
"H5","CHN","60","China","USA","United States",2021,"Gross Imp.",1,9510.258,0,1
"H5","CHN","60","China","WLD"," World",2017,"Gross Imp.",1,1690963.046,0,1
"H5","CHN","60","China","WLD"," World",2018,"Gross Imp.",1,1638452.493,0,1
"H5","CHN","60","China","WLD"," World",2019,"Gross Imp.",1,1370965.185,0,1
"H5","CHN","60","China","WLD"," World",2020,"Gross Imp.",1,1018256.936,0,1
"H5","CHN","60","China","WLD"," World",2021,"Gross Imp.",1,1146863.206,0,1
"H5","CHN","61","China","CHN","China",2017,"Gross Imp.",1,356230.278,0,1
"H5","CHN","61","China","CHN","China",2018,"Gross Imp.",1,376558.252,0,1
"H5","CHN","61","China","CHN","China",2019,"Gross Imp.",1,380023.573,0,1
"H5","CHN","61","China","CHN","China",2020,"Gross Imp.",1,398816.308,0,1
"H5","CHN","61","China","CHN","China",2021,"Gross Imp.",1,534979.257,0,1
"H5","CHN","61","China","USA","United States",2017,"Gross Imp.",1,9314.058,0,1
"H5","CHN","61","China","USA","United States",2018,"Gross Imp.",1,45901.973,0,1
"H5","CHN","61","China","USA","United States",2019,"Gross Imp.",1,54416.93,0,1
"H5","CHN","61","China","USA","United States",2020,"Gross Imp.",1,35624.679,0,1
"H5","CHN","61","China","USA","United States",2021,"Gross Imp.",1,29180.08,0,1
"H5","CHN","61","China","WLD"," World",2017,"Gross Imp.",1,2798682.742,0,1
"H5","CHN","61","China","WLD"," World",2018,"Gross Imp.",1,3380713.45,0,1
"H5","CHN","61","China","WLD"," World",2019,"Gross Imp.",1,3654344.108,0,1
"H5","CHN","61","China","WLD"," World",2020,"Gross Imp.",1,3514423.022,0,1
"H5","CHN","61","China","WLD"," World",2021,"Gross Imp.",1,4659999.36,0,1
"H5","CHN","62","China","CHN","China",2017,"Gross Imp.",1,405710.005,0,1
"H5","CHN","62","China","CHN","China",2018,"Gross Imp.",1,400196.891,0,1
"H5","CHN","62","China","CHN","China",2019,"Gross Imp.",1,404971.82,0,1
"H5","CHN","62","China","CHN","China",2020,"Gross Imp.",1,490255.145,0,1
"H5","CHN","62","China","CHN","China",2021,"Gross Imp.",1,571316.393,0,1
"H5","CHN","62","China","USA","United States",2017,"Gross Imp.",1,17797.481,0,1
"H5","CHN","62","China","USA","United States",2018,"Gross Imp.",1,46662.838,0,1
"H5","CHN","62","China","USA","United States",2019,"Gross Imp.",1,48433.468,0,1
"H5","CHN","62","China","USA","United States",2020,"Gross Imp.",1,56217.24,0,1
"H5","CHN","62","China","USA","United States",2021,"Gross Imp.",1,31652.959,0,1
"H5","CHN","62","China","WLD"," World",2017,"Gross Imp.",1,3874680.893,0,1
"H5","CHN","62","China","WLD"," World",2018,"Gross Imp.",1,4158572.011,0,1
"H5","CHN","62","China","WLD"," World",2019,"Gross Imp.",1,4478232.745,0,1
"H5","CHN","62","China","WLD"," World",2020,"Gross Imp.",1,4744634.354,0,1
"H5","CHN","62","China","WLD"," World",2021,"Gross Imp.",1,6065812.785,0,1
"H5","CHN","63","China","CHN","China",2017,"Gross Imp.",1,55596.911,0,1
"H5","CHN","63","China","CHN","China",2018,"Gross Imp.",1,74195.995,0,1
"H5","CHN","63","China","CHN","China",2019,"Gross Imp.",1,89310.07,0,1
"H5","CHN","63","China","CHN","China",2020,"Gross Imp.",1,309743.643,0,1
"H5","CHN","63","China","CHN","China",2021,"Gross Imp.",1,97404.528,0,1
"H5","CHN","63","China","USA","United States",2017,"Gross Imp.",1,33882.331,0,1
"H5","CHN","63","China","USA","United States",2018,"Gross Imp.",1,33420.899,0,1
"H5","CHN","63","China","USA","United States",2019,"Gross Imp.",1,29065.435,0,1
"H5","CHN","63","China","USA","United States",2020,"Gross Imp.",1,73259.007,0,1
"H5","CHN","63","China","USA","United States",2021,"Gross Imp.",1,19064.533,0,1
"H5","CHN","63","China","WLD"," World",2017,"Gross Imp.",1,506114.555,0,1
"H5","CHN","63","China","WLD"," World",2018,"Gross Imp.",1,486579.307,0,1
"H5","CHN","63","China","WLD"," World",2019,"Gross Imp.",1,477073.528,0,1
"H5","CHN","63","China","WLD"," World",2020,"Gross Imp.",1,1408684.955,0,1
"H5","CHN","63","China","WLD"," World",2021,"Gross Imp.",1,477582.819,0,1
"H5","CHN","64","China","CHN","China",2017,"Gross Imp.",1,346360.63,0,1
"H5","CHN","64","China","CHN","China",2018,"Gross Imp.",1,395094.43,0,1
"H5","CHN","64","China","CHN","China",2019,"Gross Imp.",1,445440.403,0,1
"H5","CHN","64","China","CHN","China",2020,"Gross Imp.",1,344068.315,0,1
"H5","CHN","64","China","CHN","China",2021,"Gross Imp.",1,348678.403,0,1
"H5","CHN","64","China","USA","United States",2017,"Gross Imp.",1,101972.192,0,1
"H5","CHN","64","China","USA","United States",2018,"Gross Imp.",1,162615.17,0,1
"H5","CHN","64","China","USA","United States",2019,"Gross Imp.",1,245841.311,0,1
"H5","CHN","64","China","USA","United States",2020,"Gross Imp.",1,145519.376,0,1
"H5","CHN","64","China","USA","United States",2021,"Gross Imp.",1,107736.213,0,1
"H5","CHN","64","China","WLD"," World",2017,"Gross Imp.",1,3650839.518,0,1
"H5","CHN","64","China","WLD"," World",2018,"Gross Imp.",1,4660965.295,0,1
"H5","CHN","64","China","WLD"," World",2019,"Gross Imp.",1,5635887.938,0,1
"H5","CHN","64","China","WLD"," World",2020,"Gross Imp.",1,5972495.873,0,1
"H5","CHN","64","China","WLD"," World",2021,"Gross Imp.",1,6456894.703,0,1
"H5","CHN","65","China","CHN","China",2017,"Gross Imp.",1,15662.857,0,1
"H5","CHN","65","China","CHN","China",2018,"Gross Imp.",1,21217.721,0,1
"H5","CHN","65","China","CHN","China",2019,"Gross Imp.",1,21677.205,0,1
"H5","CHN","65","China","CHN","China",2020,"Gross Imp.",1,20003.275,0,1
"H5","CHN","65","China","CHN","China",2021,"Gross Imp.",1,24596.28,0,1
"H5","CHN","65","China","USA","United States",2017,"Gross Imp.",1,4580.452,0,1
"H5","CHN","65","China","USA","United States",2018,"Gross Imp.",1,6565.034,0,1
"H5","CHN","65","China","USA","United States",2019,"Gross Imp.",1,7109.338,0,1
"H5","CHN","65","China","USA","United States",2020,"Gross Imp.",1,5908.495,0,1
"H5","CHN","65","China","USA","United States",2021,"Gross Imp.",1,5931.251,0,1
"H5","CHN","65","China","WLD"," World",2017,"Gross Imp.",1,79621.53,0,1
"H5","CHN","65","China","WLD"," World",2018,"Gross Imp.",1,99584.974,0,1
"H5","CHN","65","China","WLD"," World",2019,"Gross Imp.",1,130192.213,0,1
