"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken"
"H5","CHN","40","China","WLD"," World",2021,"Gross Imp.",1,18413429.81,0,1
"H5","CHN","41","China","CHN","China",2017,"Gross Imp.",1,57899.814,0,1
"H5","CHN","41","China","CHN","China",2018,"Gross Imp.",1,58013.402,0,1
"H5","CHN","41","China","CHN","China",2019,"Gross Imp.",1,51253.75,0,1
"H5","CHN","41","China","CHN","China",2020,"Gross Imp.",1,34973.726,0,1
"H5","CHN","41","China","CHN","China",2021,"Gross Imp.",1,50136.64,0,1
"H5","CHN","41","China","USA","United States",2017,"Gross Imp.",1,1198972.996,0,1
"H5","CHN","41","China","USA","United States",2018,"Gross Imp.",1,886453.231,0,1
"H5","CHN","41","China","USA","United States",2019,"Gross Imp.",1,563621.285,0,1
"H5","CHN","41","China","USA","United States",2020,"Gross Imp.",1,498592.797,0,1
"H5","CHN","41","China","USA","United States",2021,"Gross Imp.",1,702127.572,0,1
"H5","CHN","41","China","WLD"," World",2017,"Gross Imp.",1,5648927.066,0,1
"H5","CHN","41","China","WLD"," World",2018,"Gross Imp.",1,4778566.238,0,1
"H5","CHN","41","China","WLD"," World",2019,"Gross Imp.",1,3660015.734,0,1
"H5","CHN","41","China","WLD"," World",2020,"Gross Imp.",1,2728014.783,0,1
"H5","CHN","41","China","WLD"," World",2021,"Gross Imp.",1,3785257.074,0,1
"H5","USA","36","United States","WLD"," World",2018,"Gross Imp.",1,1012357.376,0,1
"H5","USA","36","United States","WLD"," World",2019,"Gross Imp.",1,965624.193,0,1
"H5","USA","36","United States","WLD"," World",2020,"Gross Imp.",1,857468.748,0,1
"H5","USA","36","United States","WLD"," World",2021,"Gross Imp.",1,1276966.759,0,1
"H5","USA","37","United States","CHN","China",2017,"Gross Imp.",1,39099.111,0,1
"H5","USA","37","United States","CHN","China",2018,"Gross Imp.",1,28858.4,0,1
"H5","USA","37","United States","CHN","China",2019,"Gross Imp.",1,17877.606,0,1
"H5","USA","37","United States","CHN","China",2020,"Gross Imp.",1,11480.762,0,1
"H5","USA","37","United States","CHN","China",2021,"Gross Imp.",1,14276.727,0,1
"H5","USA","37","United States","WLD"," World",2017,"Gross Imp.",1,1665644.735,0,1
"H5","USA","37","United States","WLD"," World",2018,"Gross Imp.",1,1742505.908,0,1
"H5","USA","37","United States","WLD"," World",2019,"Gross Imp.",1,1750531.001,0,1
"H5","USA","37","United States","WLD"," World",2020,"Gross Imp.",1,1519134.447,0,1
"H5","USA","37","United States","WLD"," World",2021,"Gross Imp.",1,1590308.232,0,1
"H5","USA","38","United States","CHN","China",2017,"Gross Imp.",1,1227936.169,0,1
"H5","USA","38","United States","CHN","China",2018,"Gross Imp.",1,1788830.842,0,1
"H5","USA","38","United States","CHN","China",2019,"Gross Imp.",1,1377841.981,0,1
"H5","USA","38","United States","CHN","China",2020,"Gross Imp.",1,2897602.789,0,1
"H5","USA","38","United States","CHN","China",2021,"Gross Imp.",1,2418895.815,0,1
"H5","USA","38","United States","WLD"," World",2017,"Gross Imp.",1,13830417.885,0,1
"H5","USA","38","United States","WLD"," World",2018,"Gross Imp.",1,15285439.167,0,1
"H5","USA","38","United States","WLD"," World",2019,"Gross Imp.",1,14681813.989,0,1
"H5","USA","38","United States","WLD"," World",2020,"Gross Imp.",1,18106212.379,0,1
"H5","USA","38","United States","WLD"," World",2021,"Gross Imp.",1,21960306.673,0,1
"H5","USA","39","United States","CHN","China",2017,"Gross Imp.",1,17542018.445,0,1
"H5","USA","39","United States","CHN","China",2018,"Gross Imp.",1,20604200.253,0,1
"H5","USA","39","United States","CHN","China",2019,"Gross Imp.",1,19372896.209,0,1
"H5","USA","39","United States","CHN","China",2020,"Gross Imp.",1,21937435.797,0,1
"H5","USA","39","United States","CHN","China",2021,"Gross Imp.",1,27052280.077,0,1
"H5","USA","39","United States","WLD"," World",2017,"Gross Imp.",1,54722639.703,0,1
"H5","USA","39","United States","WLD"," World",2018,"Gross Imp.",1,61847820.86,0,1
"H5","USA","39","United States","WLD"," World",2019,"Gross Imp.",1,60576462.35,0,1
"H5","USA","39","United States","WLD"," World",2020,"Gross Imp.",1,62464752.374,0,1
"H5","USA","39","United States","WLD"," World",2021,"Gross Imp.",1,82463229.142,0,1
"H5","USA","40","United States","CHN","China",2017,"Gross Imp.",1,3738274.132,0,1
"H5","USA","40","United States","CHN","China",2018,"Gross Imp.",1,4377503.573,0,1
"H5","USA","40","United States","CHN","China",2019,"Gross Imp.",1,2842573.169,0,1
"H5","USA","40","United States","CHN","China",2020,"Gross Imp.",1,2995347.974,0,1
"H5","USA","40","United States","CHN","China",2021,"Gross Imp.",1,5778347.112,0,1
"H5","USA","40","United States","WLD"," World",2017,"Gross Imp.",1,27903315.159,0,1
"H5","USA","40","United States","WLD"," World",2018,"Gross Imp.",1,29954124.746,0,1
"H5","USA","40","United States","WLD"," World",2019,"Gross Imp.",1,30083548.874,0,1
"H5","USA","40","United States","WLD"," World",2020,"Gross Imp.",1,28498125.124,0,1
"H5","USA","40","United States","WLD"," World",2021,"Gross Imp.",1,40994726.358,0,1
"H5","USA","41","United States","CHN","China",2017,"Gross Imp.",1,28058.093,0,1
"H5","USA","41","United States","CHN","China",2018,"Gross Imp.",1,28130.551,0,1
"H5","USA","41","United States","CHN","China",2019,"Gross Imp.",1,12601.119,0,1
"H5","USA","41","United States","CHN","China",2020,"Gross Imp.",1,10900.564,0,1
"H5","USA","41","United States","CHN","China",2021,"Gross Imp.",1,9722.899,0,1
"H5","USA","41","United States","WLD"," World",2017,"Gross Imp.",1,752011.566,0,1
"H5","USA","41","United States","WLD"," World",2018,"Gross Imp.",1,736147.444,0,1
"H5","USA","41","United States","WLD"," World",2019,"Gross Imp.",1,603485.454,0,1
"H5","USA","41","United States","WLD"," World",2020,"Gross Imp.",1,463777.328,0,1
"H5","USA","41","United States","WLD"," World",2021,"Gross Imp.",1,599850.45,0,1
"H5","USA","42","United States","CHN","China",2017,"Gross Imp.",1,7711136.146,0,1
"H5","USA","42","United States","CHN","China",2018,"Gross Imp.",1,7808833.03,0,1
"H5","USA","42","United States","CHN","China",2019,"Gross Imp.",1,5284680.985,0,1
"H5","USA","42","United States","CHN","China",2020,"Gross Imp.",1,3004972.791,0,1
"H5","USA","42","United States","CHN","China",2021,"Gross Imp.",1,3898288.887,0,1
"H5","USA","42","United States","WLD"," World",2017,"Gross Imp.",1,13475025.053,0,1
"H5","USA","42","United States","WLD"," World",2018,"Gross Imp.",1,14374673.549,0,1
"H5","USA","42","United States","WLD"," World",2019,"Gross Imp.",1,13288144.84,0,1
"H5","USA","42","United States","WLD"," World",2020,"Gross Imp.",1,10183951.543,0,1
"H5","USA","42","United States","WLD"," World",2021,"Gross Imp.",1,13950552.972,0,1
"H5","USA","43","United States","CHN","China",2017,"Gross Imp.",1,80377.352,0,1
"H5","USA","43","United States","CHN","China",2018,"Gross Imp.",1,76055.184,0,1
"H5","USA","43","United States","CHN","China",2019,"Gross Imp.",1,39764.297,0,1
"H5","USA","43","United States","CHN","China",2020,"Gross Imp.",1,19330.24,0,1
"H5","USA","43","United States","CHN","China",2021,"Gross Imp.",1,25341.616,0,1
"H5","USA","43","United States","WLD"," World",2017,"Gross Imp.",1,293578.259,0,1
"H5","USA","43","United States","WLD"," World",2018,"Gross Imp.",1,234268.852,0,1
"H5","USA","43","United States","WLD"," World",2019,"Gross Imp.",1,210381.315,0,1
"H5","USA","43","United States","WLD"," World",2020,"Gross Imp.",1,147631.252,0,1
"H5","USA","43","United States","WLD"," World",2021,"Gross Imp.",1,183132.462,0,1
"H5","USA","44","United States","CHN","China",2017,"Gross Imp.",1,4275732.296,0,1
"H5","USA","44","United States","CHN","China",2018,"Gross Imp.",1,4453119.104,0,1
"H5","USA","44","United States","CHN","China",2019,"Gross Imp.",1,3137455.536,0,1
"H5","USA","44","United States","CHN","China",2020,"Gross Imp.",1,2703060.469,0,1
"H5","USA","44","United States","CHN","China",2021,"Gross Imp.",1,3366962.829,0,1
"H5","USA","44","United States","WLD"," World",2017,"Gross Imp.",1,21103061.77,0,1
"H5","USA","44","United States","WLD"," World",2018,"Gross Imp.",1,22606014.659,0,1
"H5","USA","44","United States","WLD"," World",2019,"Gross Imp.",1,19304575.404,0,1
"H5","USA","44","United States","WLD"," World",2020,"Gross Imp.",1,22602491.987,0,1
"H5","USA","44","United States","WLD"," World",2021,"Gross Imp.",1,35544182.266,0,1
"H5","USA","45","United States","CHN","China",2017,"Gross Imp.",1,27874.201,0,1
"H5","USA","45","United States","CHN","China",2018,"Gross Imp.",1,25561.779,0,1
"H5","USA","45","United States","CHN","China",2019,"Gross Imp.",1,20301.733,0,1
"H5","USA","45","United States","CHN","China",2020,"Gross Imp.",1,16458.045,0,1
"H5","USA","45","United States","CHN","China",2021,"Gross Imp.",1,18427.975,0,1
"H5","USA","45","United States","WLD"," World",2017,"Gross Imp.",1,271965.962,0,1
"H5","USA","45","United States","WLD"," World",2018,"Gross Imp.",1,295504.982,0,1
"H5","USA","45","United States","WLD"," World",2019,"Gross Imp.",1,282376.733,0,1
"H5","USA","45","United States","WLD"," World",2020,"Gross Imp.",1,290354.474,0,1
"H5","USA","45","United States","WLD"," World",2021,"Gross Imp.",1,320037.211,0,1
"H5","USA","46","United States","CHN","China",2017,"Gross Imp.",1,337034.763,0,1
"H5","USA","46","United States","CHN","China",2018,"Gross Imp.",1,364704.852,0,1
"H5","USA","46","United States","CHN","China",2019,"Gross Imp.",1,278613.606,0,1
"H5","USA","46","United States","CHN","China",2020,"Gross Imp.",1,261853.851,0,1
"H5","USA","46","United States","CHN","China",2021,"Gross Imp.",1,356428.799,0,1
"H5","USA","46","United States","WLD"," World",2017,"Gross Imp.",1,578628.496,0,1
"H5","USA","46","United States","WLD"," World",2018,"Gross Imp.",1,639897.695,0,1
"H5","USA","46","United States","WLD"," World",2019,"Gross Imp.",1,640192.348,0,1
"H5","USA","46","United States","WLD"," World",2020,"Gross Imp.",1,596878.061,0,1
"H5","USA","46","United States","WLD"," World",2021,"Gross Imp.",1,873654.159,0,1
"H5","USA","47","United States","CHN","China",2017,"Gross Imp.",1,8144.793,0,1
"H5","USA","47","United States","CHN","China",2018,"Gross Imp.",1,7602.829,0,1
"H5","USA","47","United States","CHN","China",2019,"Gross Imp.",1,5774.767,0,1
"H5","USA","47","United States","CHN","China",2020,"Gross Imp.",1,4495.056,0,1
"H5","USA","47","United States","CHN","China",2021,"Gross Imp.",1,2893.111,0,1
"H5","USA","47","United States","WLD"," World",2017,"Gross Imp.",1,3301617.736,0,1
"H5","USA","47","United States","WLD"," World",2018,"Gross Imp.",1,3910716.916,0,1
"H5","USA","47","United States","WLD"," World",2019,"Gross Imp.",1,3591209.489,0,1
"H5","USA","47","United States","WLD"," World",2020,"Gross Imp.",1,3114131.67,0,1
"H5","USA","47","United States","WLD"," World",2021,"Gross Imp.",1,4183716.204,0,1
"H5","USA","48","United States","CHN","China",2017,"Gross Imp.",1,3592679.945,0,1
"H5","USA","48","United States","CHN","China",2018,"Gross Imp.",1,3962357.841,0,1
"H5","USA","48","United States","CHN","China",2019,"Gross Imp.",1,3188044.051,0,1
"H5","USA","48","United States","CHN","China",2020,"Gross Imp.",1,2629186.177,0,1
"H5","USA","48","United States","CHN","China",2021,"Gross Imp.",1,3028549.584,0,1
"H5","USA","48","United States","WLD"," World",2017,"Gross Imp.",1,16370537.018,0,1
"H5","USA","48","United States","WLD"," World",2018,"Gross Imp.",1,18092217.082,0,1
"H5","USA","48","United States","WLD"," World",2019,"Gross Imp.",1,17332675.674,0,1
"H5","USA","48","United States","WLD"," World",2020,"Gross Imp.",1,15686858.747,0,1
"H5","USA","48","United States","WLD"," World",2021,"Gross Imp.",1,17766302.588,0,1
"H5","USA","49","United States","CHN","China",2017,"Gross Imp.",1,2301322.655,0,1
"H5","USA","49","United States","CHN","China",2018,"Gross Imp.",1,2452302.206,0,1
"H5","USA","49","United States","CHN","China",2019,"Gross Imp.",1,2610260.97,0,1
"H5","USA","49","United States","CHN","China",2020,"Gross Imp.",1,1983267.168,0,1
"H5","USA","49","United States","CHN","China",2021,"Gross Imp.",1,2532183.693,0,1
"H5","USA","49","United States","WLD"," World",2017,"Gross Imp.",1,4610304.529,0,1
"H5","USA","49","United States","WLD"," World",2018,"Gross Imp.",1,4815563.474,0,1
"H5","USA","49","United States","WLD"," World",2019,"Gross Imp.",1,4932885.439,0,1
"H5","USA","49","United States","WLD"," World",2020,"Gross Imp.",1,4026797.387,0,1
"H5","USA","49","United States","WLD"," World",2021,"Gross Imp.",1,5088013.587,0,1
"H5","USA","50","United States","CHN","China",2017,"Gross Imp.",1,22902.249,0,1
"H5","USA","50","United States","CHN","China",2018,"Gross Imp.",1,24103.063,0,1
"H5","USA","50","United States","CHN","China",2019,"Gross Imp.",1,12737.789,0,1
"H5","USA","50","United States","CHN","China",2020,"Gross Imp.",1,16588.458,0,1
"H5","USA","50","United States","CHN","China",2021,"Gross Imp.",1,9700.207,0,1
"H5","USA","50","United States","WLD"," World",2017,"Gross Imp.",1,84601.364,0,1
"H5","USA","50","United States","WLD"," World",2018,"Gross Imp.",1,87475.539,0,1
"H5","USA","50","United States","WLD"," World",2019,"Gross Imp.",1,72359.912,0,1
"H5","USA","50","United States","WLD"," World",2020,"Gross Imp.",1,50716.803,0,1
"H5","USA","50","United States","WLD"," World",2021,"Gross Imp.",1,52979.533,0,1
"H5","USA","51","United States","CHN","China",2017,"Gross Imp.",1,22553.797,0,1
"H5","USA","51","United States","CHN","China",2018,"Gross Imp.",1,25921.812,0,1
"H5","USA","51","United States","CHN","China",2019,"Gross Imp.",1,9308.872,0,1
"H5","USA","51","United States","CHN","China",2020,"Gross Imp.",1,5470.739,0,1
"H5","USA","51","United States","CHN","China",2021,"Gross Imp.",1,8053.157,0,1
"H5","USA","51","United States","WLD"," World",2017,"Gross Imp.",1,274072.132,0,1
"H5","USA","51","United States","WLD"," World",2018,"Gross Imp.",1,287350.817,0,1
"H5","USA","51","United States","WLD"," World",2019,"Gross Imp.",1,273102.583,0,1
"H5","USA","51","United States","WLD"," World",2020,"Gross Imp.",1,201297.265,0,1
"H5","USA","51","United States","WLD"," World",2021,"Gross Imp.",1,260973.863,0,1
"H5","USA","52","United States","CHN","China",2017,"Gross Imp.",1,236102.071,0,1
"H5","USA","52","United States","CHN","China",2018,"Gross Imp.",1,248189.185,0,1
"H5","USA","52","United States","CHN","China",2019,"Gross Imp.",1,155110.126,0,1
"H5","USA","52","United States","CHN","China",2020,"Gross Imp.",1,155015.52,0,1
"H5","USA","52","United States","CHN","China",2021,"Gross Imp.",1,86192.468,0,1
"H5","USA","52","United States","WLD"," World",2017,"Gross Imp.",1,938251.211,0,1
"H5","USA","52","United States","WLD"," World",2018,"Gross Imp.",1,961088.851,0,1
"H5","USA","52","United States","WLD"," World",2019,"Gross Imp.",1,863345.043,0,1
"H5","USA","52","United States","WLD"," World",2020,"Gross Imp.",1,906751.15,0,1
"H5","USA","52","United States","WLD"," World",2021,"Gross Imp.",1,985090.159,0,1
"H5","USA","53","United States","CHN","China",2017,"Gross Imp.",1,38394.789,0,1
"H5","USA","53","United States","CHN","China",2018,"Gross Imp.",1,37845.908,0,1
"H5","USA","53","United States","CHN","China",2019,"Gross Imp.",1,26805.084,0,1
"H5","USA","53","United States","CHN","China",2020,"Gross Imp.",1,18695.66,0,1
"H5","USA","53","United States","CHN","China",2021,"Gross Imp.",1,25289.228,0,1
"H5","USA","53","United States","WLD"," World",2017,"Gross Imp.",1,237228.824,0,1
"H5","USA","53","United States","WLD"," World",2018,"Gross Imp.",1,244684.107,0,1
"H5","USA","53","United States","WLD"," World",2019,"Gross Imp.",1,228838.184,0,1
"H5","USA","53","United States","WLD"," World",2020,"Gross Imp.",1,232239.032,0,1
"H5","USA","53","United States","WLD"," World",2021,"Gross Imp.",1,339871.683,0,1
"H5","USA","54","United States","CHN","China",2017,"Gross Imp.",1,554049.599,0,1
"H5","USA","54","United States","CHN","China",2018,"Gross Imp.",1,681252.431,0,1
"H5","USA","54","United States","CHN","China",2019,"Gross Imp.",1,398110.565,0,1
"H5","USA","54","United States","CHN","China",2020,"Gross Imp.",1,292040.497,0,1
"H5","USA","54","United States","CHN","China",2021,"Gross Imp.",1,355886.848,0,1
"H5","USA","54","United States","WLD"," World",2017,"Gross Imp.",1,2154697.12,0,1
"H5","USA","54","United States","WLD"," World",2018,"Gross Imp.",1,2370768.962,0,1
"H5","USA","54","United States","WLD"," World",2019,"Gross Imp.",1,2145955.266,0,1
"H5","USA","54","United States","WLD"," World",2020,"Gross Imp.",1,1785653.296,0,1
"H5","USA","54","United States","WLD"," World",2021,"Gross Imp.",1,2249786.332,0,1
"H5","USA","55","United States","CHN","China",2017,"Gross Imp.",1,467602.405,0,1
"H5","USA","55","United States","CHN","China",2018,"Gross Imp.",1,517351.821,0,1
"H5","USA","55","United States","CHN","China",2019,"Gross Imp.",1,311976.485,0,1
"H5","USA","55","United States","CHN","China",2020,"Gross Imp.",1,235903.36,0,1
"H5","USA","55","United States","CHN","China",2021,"Gross Imp.",1,256823.826,0,1
"H5","USA","55","United States","WLD"," World",2017,"Gross Imp.",1,1735974.272,0,1
"H5","USA","55","United States","WLD"," World",2018,"Gross Imp.",1,1885047.929,0,1
"H5","USA","55","United States","WLD"," World",2019,"Gross Imp.",1,1740762.727,0,1
"H5","USA","55","United States","WLD"," World",2020,"Gross Imp.",1,1499914.795,0,1
"H5","USA","55","United States","WLD"," World",2021,"Gross Imp.",1,1938848.868,0,1
"H5","USA","56","United States","CHN","China",2017,"Gross Imp.",1,654149.407,0,1
"H5","USA","56","United States","CHN","China",2018,"Gross Imp.",1,768969.068,0,1
"H5","USA","56","United States","CHN","China",2019,"Gross Imp.",1,608004.457,0,1
"H5","USA","56","United States","CHN","China",2020,"Gross Imp.",1,988887.683,0,1
"H5","USA","56","United States","CHN","China",2021,"Gross Imp.",1,936760.126,0,1
"H5","USA","56","United States","WLD"," World",2017,"Gross Imp.",1,2223534.957,0,1
"H5","USA","56","United States","WLD"," World",2018,"Gross Imp.",1,2513629.326,0,1
"H5","USA","56","United States","WLD"," World",2019,"Gross Imp.",1,2512174.655,0,1
"H5","USA","56","United States","WLD"," World",2020,"Gross Imp.",1,3096342.455,0,1
"H5","USA","56","United States","WLD"," World",2021,"Gross Imp.",1,3406427.598,0,1
"H5","USA","57","United States","CHN","China",2017,"Gross Imp.",1,647481.579,0,1
"H5","USA","57","United States","CHN","China",2018,"Gross Imp.",1,788767.053,0,1
"H5","USA","57","United States","CHN","China",2019,"Gross Imp.",1,528128.081,0,1
"H5","USA","57","United States","CHN","China",2020,"Gross Imp.",1,412864.747,0,1
"H5","USA","57","United States","CHN","China",2021,"Gross Imp.",1,524836.987,0,1
"H5","USA","57","United States","WLD"," World",2017,"Gross Imp.",1,2903801.888,0,1
"H5","USA","57","United States","WLD"," World",2018,"Gross Imp.",1,3256226.228,0,1
"H5","USA","57","United States","WLD"," World",2019,"Gross Imp.",1,3053757.035,0,1
"H5","USA","57","United States","WLD"," World",2020,"Gross Imp.",1,3095600.238,0,1
"H5","USA","57","United States","WLD"," World",2021,"Gross Imp.",1,4222670.377,0,1
"H5","USA","58","United States","CHN","China",2017,"Gross Imp.",1,310254.572,0,1
"H5","USA","58","United States","CHN","China",2018,"Gross Imp.",1,319323.986,0,1
"H5","USA","58","United States","CHN","China",2019,"Gross Imp.",1,263212.87,0,1
"H5","USA","58","United States","CHN","China",2020,"Gross Imp.",1,244887.727,0,1
"H5","USA","58","United States","CHN","China",2021,"Gross Imp.",1,297474.379,0,1
"H5","USA","58","United States","WLD"," World",2017,"Gross Imp.",1,762236.476,0,1
"H5","USA","58","United States","WLD"," World",2018,"Gross Imp.",1,795204.582,0,1
"H5","USA","58","United States","WLD"," World",2019,"Gross Imp.",1,752197.203,0,1
"H5","USA","58","United States","WLD"," World",2020,"Gross Imp.",1,673556.196,0,1
"H5","USA","58","United States","WLD"," World",2021,"Gross Imp.",1,857523.353,0,1
"H5","USA","59","United States","CHN","China",2017,"Gross Imp.",1,555061.804,0,1
"H5","USA","59","United States","CHN","China",2018,"Gross Imp.",1,664939.214,0,1
"H5","USA","59","United States","CHN","China",2019,"Gross Imp.",1,459658.562,0,1
"H5","USA","59","United States","CHN","China",2020,"Gross Imp.",1,370690.799,0,1
"H5","USA","59","United States","CHN","China",2021,"Gross Imp.",1,465636.519,0,1
"H5","USA","59","United States","WLD"," World",2017,"Gross Imp.",1,2670418.139,0,1
"H5","USA","59","United States","WLD"," World",2018,"Gross Imp.",1,2899735.73,0,1
"H5","USA","59","United States","WLD"," World",2019,"Gross Imp.",1,2761767.631,0,1
"H5","USA","59","United States","WLD"," World",2020,"Gross Imp.",1,2429597.658,0,1
"H5","USA","59","United States","WLD"," World",2021,"Gross Imp.",1,3109198.596,0,1
"H5","USA","60","United States","CHN","China",2017,"Gross Imp.",1,470498.442,0,1
"H5","USA","60","United States","CHN","China",2018,"Gross Imp.",1,467356.55,0,1
"H5","USA","60","United States","CHN","China",2019,"Gross Imp.",1,339196.768,0,1
"H5","USA","60","United States","CHN","China",2020,"Gross Imp.",1,286052.469,0,1
"H5","USA","60","United States","CHN","China",2021,"Gross Imp.",1,318583.731,0,1
"H5","USA","60","United States","WLD"," World",2017,"Gross Imp.",1,1048187.21,0,1
"H5","USA","60","United States","WLD"," World",2018,"Gross Imp.",1,1088145.625,0,1
"H5","USA","60","United States","WLD"," World",2019,"Gross Imp.",1,966005.063,0,1
"H5","USA","60","United States","WLD"," World",2020,"Gross Imp.",1,882050.498,0,1
"H5","USA","60","United States","WLD"," World",2021,"Gross Imp.",1,1092835.517,0,1
"H5","USA","61","United States","CHN","China",2017,"Gross Imp.",1,14884551.494,0,1
"H5","USA","61","United States","CHN","China",2018,"Gross Imp.",1,15386553.651,0,1
"H5","USA","61","United States","CHN","China",2019,"Gross Imp.",1,14184120.764,0,1
"H5","USA","61","United States","CHN","China",2020,"Gross Imp.",1,9352063.324,0,1
"H5","USA","61","United States","CHN","China",2021,"Gross Imp.",1,13078430.785,0,1
"H5","USA","61","United States","WLD"," World",2017,"Gross Imp.",1,45748924.363,0,1
"H5","USA","61","United States","WLD"," World",2018,"Gross Imp.",1,47698335.626,0,1
"H5","USA","61","United States","WLD"," World",2019,"Gross Imp.",1,48241179.417,0,1
"H5","USA","61","United States","WLD"," World",2020,"Gross Imp.",1,38263896.504,0,1
"H5","USA","61","United States","WLD"," World",2021,"Gross Imp.",1,52283427.843,0,1
"H5","USA","62","United States","CHN","China",2017,"Gross Imp.",1,13508851.929,0,1
"H5","USA","62","United States","CHN","China",2018,"Gross Imp.",1,13441021.436,0,1
"H5","USA","62","United States","CHN","China",2019,"Gross Imp.",1,12212582.356,0,1
"H5","USA","62","United States","CHN","China",2020,"Gross Imp.",1,10193305.895,0,1
"H5","USA","62","United States","CHN","China",2021,"Gross Imp.",1,8924111.707,0,1
"H5","USA","62","United States","WLD"," World",2017,"Gross Imp.",1,37807716.274,0,1
"H5","USA","62","United States","WLD"," World",2018,"Gross Imp.",1,39029999.093,0,1
"H5","USA","62","United States","WLD"," World",2019,"Gross Imp.",1,39281623.129,0,1
"H5","USA","62","United States","WLD"," World",2020,"Gross Imp.",1,32923447.949,0,1
"H5","USA","62","United States","WLD"," World",2021,"Gross Imp.",1,35064055.539,0,1
"H5","USA","63","United States","CHN","China",2017,"Gross Imp.",1,8415209.505,0,1
"H5","USA","63","United States","CHN","China",2018,"Gross Imp.",1,9031580.79,0,1
"H5","USA","63","United States","CHN","China",2019,"Gross Imp.",1,9484306.649,0,1
"H5","USA","63","United States","CHN","China",2020,"Gross Imp.",1,22256728.366,0,1
"H5","USA","63","United States","CHN","China",2021,"Gross Imp.",1,12073299.559,0,1
"H5","USA","63","United States","WLD"," World",2017,"Gross Imp.",1,15347600.107,0,1
"H5","USA","63","United States","WLD"," World",2018,"Gross Imp.",1,16251686.756,0,1
"H5","USA","63","United States","WLD"," World",2019,"Gross Imp.",1,16870810.223,0,1
"H5","USA","63","United States","WLD"," World",2020,"Gross Imp.",1,31080077.816,0,1
"H5","USA","63","United States","WLD"," World",2021,"Gross Imp.",1,22051827.166,0,1
"H5","USA","64","United States","CHN","China",2017,"Gross Imp.",1,14837740.065,0,1
"H5","USA","64","United States","CHN","China",2018,"Gross Imp.",1,14642337.832,0,1
"H5","USA","64","United States","CHN","China",2019,"Gross Imp.",1,14042804.665,0,1
"H5","USA","64","United States","CHN","China",2020,"Gross Imp.",1,9157629.74,0,1
"H5","USA","64","United States","CHN","China",2021,"Gross Imp.",1,12292908.454,0,1
"H5","USA","64","United States","WLD"," World",2017,"Gross Imp.",1,26607286.687,0,1
"H5","USA","64","United States","WLD"," World",2018,"Gross Imp.",1,27543109.819,0,1
"H5","USA","64","United States","WLD"," World",2019,"Gross Imp.",1,28192905.999,0,1
"H5","USA","64","United States","WLD"," World",2020,"Gross Imp.",1,21509715.49,0,1
"H5","USA","64","United States","WLD"," World",2021,"Gross Imp.",1,28644840.621,0,1
"H5","USA","65","United States","CHN","China",2017,"Gross Imp.",1,1601818.287,0,1
"H5","USA","65","United States","CHN","China",2018,"Gross Imp.",1,1713107.488,0,1
"H5","USA","65","United States","CHN","China",2019,"Gross Imp.",1,1443701.153,0,1
"H5","USA","65","United States","CHN","China",2020,"Gross Imp.",1,1136446.579,0,1
"H5","USA","65","United States","CHN","China",2021,"Gross Imp.",1,1467909.749,0,1
"H5","USA","65","United States","WLD"," World",2017,"Gross Imp.",1,2491389.124,0,1
"H5","USA","65","United States","WLD"," World",2018,"Gross Imp.",1,2714135.947,0,1
"H5","USA","65","United States","WLD"," World",2019,"Gross Imp.",1,2633760.661,0,1
"H5","USA","65","United States","WLD"," World",2020,"Gross Imp.",1,2315221.003,0,1
"H5","USA","65","United States","WLD"," World",2021,"Gross Imp.",1,3057748.411,0,1
"H5","USA","66","United States","CHN","China",2017,"Gross Imp.",1,616316.49,0,1
"H5","USA","66","United States","CHN","China",2018,"Gross Imp.",1,617075.874,0,1
"H5","USA","66","United States","CHN","China",2019,"Gross Imp.",1,633109.535,0,1
"H5","USA","66","United States","CHN","China",2020,"Gross Imp.",1,534697.637,0,1
"H5","USA","66","United States","CHN","China",2021,"Gross Imp.",1,735767.947,0,1
"H5","USA","66","United States","WLD"," World",2017,"Gross Imp.",1,662710.44,0,1
"H5","USA","66","United States","WLD"," World",2018,"Gross Imp.",1,665040.146,0,1
"H5","USA","66","United States","WLD"," World",2019,"Gross Imp.",1,683078.548,0,1
"H5","USA","66","United States","WLD"," World",2020,"Gross Imp.",1,575649.501,0,1
"H5","USA","66","United States","WLD"," World",2021,"Gross Imp.",1,791086.386,0,1
"H5","USA","67","United States","CHN","China",2017,"Gross Imp.",1,1710095.706,0,1
"H5","USA","67","United States","CHN","China",2018,"Gross Imp.",1,1928392.721,0,1
"H5","USA","67","United States","CHN","China",2019,"Gross Imp.",1,2130223.846,0,1
"H5","USA","67","United States","CHN","China",2020,"Gross Imp.",1,1718843.675,0,1
"H5","USA","67","United States","CHN","China",2021,"Gross Imp.",1,2646276.025,0,1
"H5","USA","67","United States","WLD"," World",2017,"Gross Imp.",1,2278802.546,0,1
"H5","USA","67","United States","WLD"," World",2018,"Gross Imp.",1,2513508.515,0,1
"H5","USA","67","United States","WLD"," World",2019,"Gross Imp.",1,2673585.538,0,1
"H5","USA","67","United States","WLD"," World",2020,"Gross Imp.",1,2221030.357,0,1
"H5","USA","67","United States","WLD"," World",2021,"Gross Imp.",1,3336421.451,0,1
