"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","CHN","01","China","CHN","China",2017,"Gross Imp.",1,2959.958
"H5","CHN","01","China","CHN","China",2018,"Gross Imp.",1,346.035
"H5","CHN","01","China","CHN","China",2019,"Gross Imp.",1,174.749
"H5","CHN","01","China","CHN","China",2020,"Gross Imp.",1,200
"H5","CHN","01","China","USA","United States",2017,"Gross Exp.",2,27138.442
"H5","CHN","01","China","USA","United States",2017,"Gross Imp.",1,15781.141
"H5","CHN","01","China","USA","United States",2018,"Gross Exp.",2,35026.556
"H5","CHN","01","China","USA","United States",2018,"Gross Imp.",1,15879.264
"H5","CHN","01","China","USA","United States",2019,"Gross Exp.",2,33275.506
"H5","CHN","01","China","USA","United States",2019,"Gross Imp.",1,6295.21
"H5","CHN","01","China","USA","United States",2020,"Gross Exp.",2,2601.743
"H5","CHN","01","China","USA","United States",2020,"Gross Imp.",1,17080.034
"H5","CHN","01","China","USA","United States",2021,"Gross Exp.",2,4077.434
"H5","CHN","01","China","USA","United States",2021,"Gross Imp.",1,46750.426
"H5","CHN","01","China","WLD"," World",2017,"Gross Exp.",2,561540.982
"H5","CHN","01","China","WLD"," World",2017,"Gross Imp.",1,363839.499
"H5","CHN","01","China","WLD"," World",2018,"Gross Exp.",2,544085.686
"H5","CHN","01","China","WLD"," World",2018,"Gross Imp.",1,411709.783
"H5","CHN","01","China","WLD"," World",2019,"Gross Exp.",2,510018.095
"H5","CHN","01","China","WLD"," World",2019,"Gross Imp.",1,497696.719
"H5","CHN","01","China","WLD"," World",2020,"Gross Exp.",2,599665.085
"H5","CHN","01","China","WLD"," World",2020,"Gross Imp.",1,634691.907
"H5","CHN","01","China","WLD"," World",2021,"Gross Exp.",2,560872.167
"H5","CHN","01","China","WLD"," World",2021,"Gross Imp.",1,942401.068
"H5","CHN","02","China","USA","United States",2017,"Gross Exp.",2,4135.623
"H5","CHN","02","China","USA","United States",2017,"Gross Imp.",1,1186891.716
"H5","CHN","02","China","USA","United States",2018,"Gross Exp.",2,3182.312
"H5","CHN","02","China","USA","United States",2018,"Gross Imp.",1,536553.714
"H5","CHN","02","China","USA","United States",2019,"Gross Exp.",2,2976.218
"H5","CHN","02","China","USA","United States",2019,"Gross Imp.",1,866658.196
"H5","CHN","02","China","USA","United States",2020,"Gross Exp.",2,3353.376
"H5","CHN","02","China","USA","United States",2020,"Gross Imp.",1,3129970.688
"H5","CHN","02","China","USA","United States",2021,"Gross Exp.",2,2505.076
"H5","CHN","02","China","USA","United States",2021,"Gross Imp.",1,4112613.987
"H5","CHN","02","China","WLD"," World",2017,"Gross Exp.",2,916484.021
"H5","CHN","02","China","WLD"," World",2017,"Gross Imp.",1,9486551.081
"H5","CHN","02","China","WLD"," World",2018,"Gross Exp.",2,866026.267
"H5","CHN","02","China","WLD"," World",2018,"Gross Imp.",1,11018384.512
"H5","CHN","02","China","WLD"," World",2019,"Gross Exp.",2,841003.977
"H5","CHN","02","China","WLD"," World",2019,"Gross Imp.",1,18832475.347
"H5","CHN","02","China","WLD"," World",2020,"Gross Exp.",2,710791.472
"H5","CHN","02","China","WLD"," World",2020,"Gross Imp.",1,30268514.046
"H5","CHN","02","China","WLD"," World",2021,"Gross Exp.",2,872320.069
"H5","CHN","02","China","WLD"," World",2021,"Gross Imp.",1,31583805.964
"H5","CHN","03","China","CHN","China",2017,"Gross Imp.",1,74011.818
"H5","CHN","03","China","CHN","China",2018,"Gross Imp.",1,29134.472
"H5","CHN","03","China","CHN","China",2019,"Gross Imp.",1,22659.184
"H5","CHN","03","China","CHN","China",2020,"Gross Imp.",1,49267.476
"H5","CHN","03","China","CHN","China",2021,"Gross Imp.",1,46218.299
"H5","CHN","03","China","USA","United States",2017,"Gross Exp.",2,1714898.004
"H5","CHN","03","China","USA","United States",2017,"Gross Imp.",1,1315053.47
"H5","CHN","03","China","USA","United States",2018,"Gross Exp.",2,1751675.681
"H5","CHN","03","China","USA","United States",2018,"Gross Imp.",1,1250828.496
"H5","CHN","03","China","USA","United States",2019,"Gross Exp.",2,1353385.581
"H5","CHN","03","China","USA","United States",2019,"Gross Imp.",1,912159.41
"H5","CHN","03","China","USA","United States",2020,"Gross Exp.",2,1112676.003
"H5","CHN","03","China","USA","United States",2020,"Gross Imp.",1,776983.953
"H5","CHN","03","China","USA","United States",2021,"Gross Exp.",2,1135358.737
"H5","CHN","03","China","USA","United States",2021,"Gross Imp.",1,975163.232
"H5","CHN","03","China","WLD"," World",2017,"Gross Exp.",2,13252542.227
"H5","CHN","03","China","WLD"," World",2017,"Gross Imp.",1,8070777.269
"H5","CHN","03","China","WLD"," World",2018,"Gross Exp.",2,13256011.1
"H5","CHN","03","China","WLD"," World",2018,"Gross Imp.",1,11599017.824
"H5","CHN","03","China","WLD"," World",2019,"Gross Exp.",2,12467027.921
"H5","CHN","03","China","WLD"," World",2019,"Gross Imp.",1,15414354.725
"H5","CHN","03","China","WLD"," World",2020,"Gross Exp.",2,10710803.005
"H5","CHN","03","China","WLD"," World",2020,"Gross Imp.",1,12366189.004
"H5","CHN","03","China","WLD"," World",2021,"Gross Exp.",2,11018990.483
"H5","CHN","03","China","WLD"," World",2021,"Gross Imp.",1,13806437.455
"H5","CHN","04","China","CHN","China",2017,"Gross Imp.",1,614.238
"H5","CHN","04","China","CHN","China",2018,"Gross Imp.",1,48.626
"H5","CHN","04","China","CHN","China",2019,"Gross Imp.",1,530.588
"H5","CHN","04","China","CHN","China",2020,"Gross Imp.",1,8.661
"H5","CHN","04","China","CHN","China",2021,"Gross Imp.",1,13.352
"H5","CHN","04","China","USA","United States",2017,"Gross Exp.",2,14861.169
"H5","CHN","04","China","USA","United States",2017,"Gross Imp.",1,427851.656
"H5","CHN","04","China","USA","United States",2018,"Gross Exp.",2,16147.605
"H5","CHN","04","China","USA","United States",2018,"Gross Imp.",1,328770.58
"H5","CHN","04","China","USA","United States",2019,"Gross Exp.",2,12638.694
"H5","CHN","04","China","USA","United States",2019,"Gross Imp.",1,178400.016
"H5","CHN","04","China","USA","United States",2020,"Gross Exp.",2,16073.731
"H5","CHN","04","China","USA","United States",2020,"Gross Imp.",1,312697.064
"H5","CHN","04","China","USA","United States",2021,"Gross Exp.",2,17812.051
"H5","CHN","04","China","USA","United States",2021,"Gross Imp.",1,485264.263
"H5","CHN","04","China","WLD"," World",2017,"Gross Exp.",2,588231.125
"H5","CHN","04","China","WLD"," World",2017,"Gross Imp.",1,5069954.056
"H5","CHN","04","China","WLD"," World",2018,"Gross Exp.",2,589650.13
"H5","CHN","04","China","WLD"," World",2018,"Gross Imp.",1,5601287.389
"H5","CHN","04","China","WLD"," World",2019,"Gross Exp.",2,560622.352
"H5","CHN","04","China","WLD"," World",2019,"Gross Imp.",1,6349591.22
"H5","CHN","04","China","WLD"," World",2020,"Gross Exp.",2,576249.879
"H5","CHN","04","China","WLD"," World",2020,"Gross Imp.",1,7288503.728
"H5","CHN","04","China","WLD"," World",2021,"Gross Exp.",2,619832.976
"H5","CHN","04","China","WLD"," World",2021,"Gross Imp.",1,9692954.343
"H5","CHN","05","China","CHN","China",2017,"Gross Imp.",1,3436.223
"H5","CHN","05","China","CHN","China",2018,"Gross Imp.",1,3130.41
"H5","CHN","05","China","CHN","China",2019,"Gross Imp.",1,5669.377
"H5","CHN","05","China","CHN","China",2020,"Gross Imp.",1,2869.367
"H5","CHN","05","China","CHN","China",2021,"Gross Imp.",1,1619.959
"H5","CHN","05","China","USA","United States",2017,"Gross Exp.",2,264762.873
"H5","CHN","05","China","USA","United States",2017,"Gross Imp.",1,111547.383
"H5","CHN","05","China","USA","United States",2018,"Gross Exp.",2,275427.288
"H5","CHN","05","China","USA","United States",2018,"Gross Imp.",1,120161.046
"H5","CHN","05","China","USA","United States",2019,"Gross Exp.",2,236918.526
"H5","CHN","05","China","USA","United States",2019,"Gross Imp.",1,160625.419
"H5","CHN","05","China","USA","United States",2020,"Gross Exp.",2,202876.944
"H5","CHN","05","China","USA","United States",2020,"Gross Imp.",1,235399.035
"H5","CHN","05","China","USA","United States",2021,"Gross Exp.",2,252890.751
"H5","CHN","05","China","USA","United States",2021,"Gross Imp.",1,343691.12
"H5","CHN","05","China","WLD"," World",2017,"Gross Exp.",2,2309387.133
"H5","CHN","05","China","WLD"," World",2017,"Gross Imp.",1,613505.827
"H5","CHN","05","China","WLD"," World",2018,"Gross Exp.",2,2533477.781
"H5","CHN","05","China","WLD"," World",2018,"Gross Imp.",1,729635.05
"H5","CHN","05","China","WLD"," World",2019,"Gross Exp.",2,2393614.683
"H5","CHN","05","China","WLD"," World",2019,"Gross Imp.",1,855814.367
"H5","CHN","05","China","WLD"," World",2020,"Gross Exp.",2,1826547.368
"H5","CHN","05","China","WLD"," World",2020,"Gross Imp.",1,762323.285
"H5","CHN","05","China","WLD"," World",2021,"Gross Exp.",2,1957224.068
"H5","CHN","05","China","WLD"," World",2021,"Gross Imp.",1,1048841.385
"H5","CHN","06","China","CHN","China",2017,"Gross Imp.",1,37.326
"H5","CHN","06","China","CHN","China",2018,"Gross Imp.",1,18.824
"H5","CHN","06","China","CHN","China",2019,"Gross Imp.",1,2.5
"H5","CHN","06","China","CHN","China",2020,"Gross Imp.",1,3.992
"H5","CHN","06","China","CHN","China",2021,"Gross Imp.",1,6.14
"H5","CHN","06","China","USA","United States",2017,"Gross Exp.",2,43308.109
"H5","CHN","06","China","USA","United States",2017,"Gross Imp.",1,4112.14
"H5","CHN","06","China","USA","United States",2018,"Gross Exp.",2,52469.881
"H5","CHN","06","China","USA","United States",2018,"Gross Imp.",1,5709.801
"H5","CHN","06","China","USA","United States",2019,"Gross Exp.",2,55704.155
"H5","CHN","06","China","USA","United States",2019,"Gross Imp.",1,6142.906
"H5","CHN","06","China","USA","United States",2020,"Gross Exp.",2,52385.965
"H5","CHN","06","China","USA","United States",2020,"Gross Imp.",1,6655.276
"H5","CHN","06","China","USA","United States",2021,"Gross Exp.",2,85708.349
"H5","CHN","06","China","USA","United States",2021,"Gross Imp.",1,7988.482
"H5","CHN","06","China","WLD"," World",2017,"Gross Exp.",2,338468.446
"H5","CHN","06","China","WLD"," World",2017,"Gross Imp.",1,280863.437
"H5","CHN","06","China","WLD"," World",2018,"Gross Exp.",2,379420.327
"H5","CHN","06","China","WLD"," World",2018,"Gross Imp.",1,292744.148
"H5","CHN","06","China","WLD"," World",2019,"Gross Exp.",2,432163.252
"H5","CHN","06","China","WLD"," World",2019,"Gross Imp.",1,269969.913
"H5","CHN","06","China","WLD"," World",2020,"Gross Exp.",2,472625.755
"H5","CHN","06","China","WLD"," World",2020,"Gross Imp.",1,243751.482
"H5","CHN","06","China","WLD"," World",2021,"Gross Exp.",2,566522.266
"H5","CHN","06","China","WLD"," World",2021,"Gross Imp.",1,244305.405
"H5","CHN","07","China","CHN","China",2017,"Gross Imp.",1,1474.476
"H5","CHN","07","China","CHN","China",2018,"Gross Imp.",1,1776.652
"H5","CHN","07","China","CHN","China",2019,"Gross Imp.",1,2582.464
"H5","CHN","07","China","CHN","China",2020,"Gross Imp.",1,1307.135
"H5","CHN","07","China","CHN","China",2021,"Gross Imp.",1,973.284
"H5","CHN","07","China","USA","United States",2017,"Gross Exp.",2,777180.279
"H5","CHN","07","China","USA","United States",2017,"Gross Imp.",1,44675.851
"H5","CHN","07","China","USA","United States",2018,"Gross Exp.",2,607246.17
"H5","CHN","07","China","USA","United States",2018,"Gross Imp.",1,32217.983
"H5","CHN","07","China","USA","United States",2019,"Gross Exp.",2,501576.282
"H5","CHN","07","China","USA","United States",2019,"Gross Imp.",1,31732.327
"H5","CHN","07","China","USA","United States",2020,"Gross Exp.",2,553491.739
"H5","CHN","07","China","USA","United States",2020,"Gross Imp.",1,61243.224
"H5","CHN","07","China","USA","United States",2021,"Gross Exp.",2,616158.888
"H5","CHN","07","China","USA","United States",2021,"Gross Imp.",1,47759.647
"H5","CHN","07","China","WLD"," World",2017,"Gross Exp.",2,11164183.067
"H5","CHN","07","China","WLD"," World",2017,"Gross Imp.",1,2015745.215
"H5","CHN","07","China","WLD"," World",2018,"Gross Exp.",2,10516928.365
"H5","CHN","07","China","WLD"," World",2018,"Gross Imp.",1,2037929.387
"H5","CHN","07","China","WLD"," World",2019,"Gross Exp.",2,10326798.367
"H5","CHN","07","China","WLD"," World",2019,"Gross Imp.",1,1566462.071
"H5","CHN","07","China","WLD"," World",2020,"Gross Exp.",2,9671900.149
"H5","CHN","07","China","WLD"," World",2020,"Gross Imp.",1,1956687.688
"H5","CHN","07","China","WLD"," World",2021,"Gross Exp.",2,10032607.561
"H5","CHN","07","China","WLD"," World",2021,"Gross Imp.",1,2855496.789
"H5","CHN","08","China","CHN","China",2017,"Gross Imp.",1,963.677
"H5","CHN","08","China","CHN","China",2018,"Gross Imp.",1,586.097
"H5","CHN","08","China","CHN","China",2019,"Gross Imp.",1,566.047
"H5","CHN","08","China","CHN","China",2020,"Gross Imp.",1,1001.868
"H5","CHN","08","China","CHN","China",2021,"Gross Imp.",1,1735.708
"H5","CHN","08","China","USA","United States",2017,"Gross Exp.",2,142563.259
"H5","CHN","08","China","USA","United States",2017,"Gross Imp.",1,765848.723
"H5","CHN","08","China","USA","United States",2018,"Gross Exp.",2,163078.021
"H5","CHN","08","China","USA","United States",2018,"Gross Imp.",1,807921.247
"H5","CHN","08","China","USA","United States",2019,"Gross Exp.",2,156572.716
"H5","CHN","08","China","USA","United States",2019,"Gross Imp.",1,966051.389
"H5","CHN","08","China","USA","United States",2020,"Gross Exp.",2,188905.406
"H5","CHN","08","China","USA","United States",2020,"Gross Imp.",1,726292.678
"H5","CHN","08","China","USA","United States",2021,"Gross Exp.",2,236070.597
"H5","CHN","08","China","USA","United States",2021,"Gross Imp.",1,1020740.648
"H5","CHN","08","China","WLD"," World",2017,"Gross Exp.",2,5336538.38
"H5","CHN","08","China","WLD"," World",2017,"Gross Imp.",1,6395218.154
"H5","CHN","08","China","WLD"," World",2018,"Gross Exp.",2,5284605.882
"H5","CHN","08","China","WLD"," World",2018,"Gross Imp.",1,8682012.304
"H5","CHN","08","China","WLD"," World",2019,"Gross Exp.",2,6227061.001
"H5","CHN","08","China","WLD"," World",2019,"Gross Imp.",1,11665067.121
"H5","CHN","08","China","WLD"," World",2020,"Gross Exp.",2,7063595.973
"H5","CHN","08","China","WLD"," World",2020,"Gross Imp.",1,12097680.157
"H5","CHN","08","China","WLD"," World",2021,"Gross Exp.",2,6332805.669
"H5","CHN","08","China","WLD"," World",2021,"Gross Imp.",1,15916076.215
"H5","CHN","09","China","CHN","China",2017,"Gross Imp.",1,32674.934
"H5","CHN","09","China","CHN","China",2018,"Gross Imp.",1,5598.112
"H5","CHN","09","China","CHN","China",2019,"Gross Imp.",1,5999.683
"H5","CHN","09","China","CHN","China",2020,"Gross Imp.",1,4827.622
"H5","CHN","09","China","CHN","China",2021,"Gross Imp.",1,1612.602
"H5","CHN","09","China","USA","United States",2017,"Gross Exp.",2,226823.71
"H5","CHN","09","China","USA","United States",2017,"Gross Imp.",1,17762.943
"H5","CHN","09","China","USA","United States",2018,"Gross Exp.",2,238865.119
"H5","CHN","09","China","USA","United States",2018,"Gross Imp.",1,20775.837
"H5","CHN","09","China","USA","United States",2019,"Gross Exp.",2,212797.629
"H5","CHN","09","China","USA","United States",2019,"Gross Imp.",1,17349.124
"H5","CHN","09","China","USA","United States",2020,"Gross Exp.",2,216526.287
"H5","CHN","09","China","USA","United States",2020,"Gross Imp.",1,15056.458
"H5","CHN","09","China","USA","United States",2021,"Gross Exp.",2,231436.441
"H5","CHN","09","China","USA","United States",2021,"Gross Imp.",1,16776.863
"H5","CHN","09","China","WLD"," World",2017,"Gross Exp.",2,2930789.065
"H5","CHN","09","China","WLD"," World",2017,"Gross Imp.",1,472245.966
"H5","CHN","09","China","WLD"," World",2018,"Gross Exp.",2,3278051.204
"H5","CHN","09","China","WLD"," World",2018,"Gross Imp.",1,633849.64
"H5","CHN","09","China","WLD"," World",2019,"Gross Exp.",2,3633403.114
"H5","CHN","09","China","WLD"," World",2019,"Gross Imp.",1,952080.719
"H5","CHN","09","China","WLD"," World",2020,"Gross Exp.",2,4035222.305
"H5","CHN","09","China","WLD"," World",2020,"Gross Imp.",1,1237229.227
"H5","CHN","09","China","WLD"," World",2021,"Gross Exp.",2,4188803.916
"H5","CHN","09","China","WLD"," World",2021,"Gross Imp.",1,1681008.126
"H5","CHN","10","China","CHN","China",2017,"Gross Imp.",1,174.53
"H5","CHN","10","China","CHN","China",2018,"Gross Imp.",1,3.536
"H5","CHN","10","China","CHN","China",2019,"Gross Imp.",1,0.032
"H5","CHN","10","China","CHN","China",2020,"Gross Imp.",1,30.096
"H5","CHN","10","China","USA","United States",2017,"Gross Exp.",2,3236.991
"H5","CHN","10","China","USA","United States",2017,"Gross Imp.",1,1509836.271
"H5","CHN","10","China","USA","United States",2018,"Gross Exp.",2,24440.208
"H5","CHN","10","China","USA","United States",2018,"Gross Imp.",1,908671.853
"H5","CHN","10","China","USA","United States",2019,"Gross Exp.",2,21494.591
"H5","CHN","10","China","USA","United States",2019,"Gross Imp.",1,274826.17
"H5","CHN","10","China","USA","United States",2020,"Gross Exp.",2,21157.724
"H5","CHN","10","China","USA","United States",2020,"Gross Imp.",1,2448429.036
"H5","CHN","10","China","USA","United States",2021,"Gross Exp.",2,29231.872
"H5","CHN","10","China","USA","United States",2021,"Gross Imp.",1,8578295.326
"H5","CHN","10","China","WLD"," World",2017,"Gross Exp.",2,669755.86
"H5","CHN","10","China","WLD"," World",2017,"Gross Imp.",1,6400876.094
"H5","CHN","10","China","WLD"," World",2018,"Gross Exp.",2,950073.905
"H5","CHN","10","China","WLD"," World",2018,"Gross Imp.",1,5793591.003
"H5","CHN","10","China","WLD"," World",2019,"Gross Exp.",2,1120943.611
"H5","CHN","10","China","WLD"," World",2019,"Gross Imp.",1,5054886.7
"H5","CHN","10","China","WLD"," World",2020,"Gross Exp.",2,959662.739
"H5","CHN","10","China","WLD"," World",2020,"Gross Imp.",1,9316836.454
"H5","CHN","10","China","WLD"," World",2021,"Gross Exp.",2,1076267.931
"H5","CHN","10","China","WLD"," World",2021,"Gross Imp.",1,19966081.156
"H5","CHN","11","China","CHN","China",2017,"Gross Imp.",1,69.919
"H5","CHN","11","China","CHN","China",2018,"Gross Imp.",1,92.98
"H5","CHN","11","China","CHN","China",2019,"Gross Imp.",1,27.658
"H5","CHN","11","China","CHN","China",2020,"Gross Imp.",1,27.284
"H5","CHN","11","China","CHN","China",2021,"Gross Imp.",1,91.277
"H5","CHN","11","China","USA","United States",2017,"Gross Exp.",2,9633.98
"H5","CHN","11","China","USA","United States",2017,"Gross Imp.",1,23866.087
"H5","CHN","11","China","USA","United States",2018,"Gross Exp.",2,11138.045
"H5","CHN","11","China","USA","United States",2018,"Gross Imp.",1,13183.985
"H5","CHN","11","China","USA","United States",2019,"Gross Exp.",2,8344.176
"H5","CHN","11","China","USA","United States",2019,"Gross Imp.",1,10060.088
"H5","CHN","11","China","USA","United States",2020,"Gross Exp.",2,13714.363
"H5","CHN","11","China","USA","United States",2020,"Gross Imp.",1,9504.582
"H5","CHN","11","China","USA","United States",2021,"Gross Exp.",2,23386.42
"H5","CHN","11","China","USA","United States",2021,"Gross Imp.",1,8337.144
"H5","CHN","11","China","WLD"," World",2017,"Gross Exp.",2,574555.365
"H5","CHN","11","China","WLD"," World",2017,"Gross Imp.",1,970485.259
"H5","CHN","11","China","WLD"," World",2018,"Gross Exp.",2,791894.276
"H5","CHN","11","China","WLD"," World",2018,"Gross Imp.",1,1178936.051
"H5","CHN","11","China","WLD"," World",2019,"Gross Exp.",2,838598.008
"H5","CHN","11","China","WLD"," World",2019,"Gross Imp.",1,1321751.082
"H5","CHN","11","China","WLD"," World",2020,"Gross Exp.",2,692543.564
"H5","CHN","11","China","WLD"," World",2020,"Gross Imp.",1,1440034.119
"H5","CHN","11","China","WLD"," World",2021,"Gross Exp.",2,653111.514
"H5","CHN","11","China","WLD"," World",2021,"Gross Imp.",1,1957538.091
"H5","CHN","12","China","CHN","China",2017,"Gross Imp.",1,6594.466
"H5","CHN","12","China","CHN","China",2018,"Gross Imp.",1,2922.523
"H5","CHN","12","China","CHN","China",2019,"Gross Imp.",1,6118.328
"H5","CHN","12","China","CHN","China",2020,"Gross Imp.",1,7600.772
"H5","CHN","12","China","CHN","China",2021,"Gross Imp.",1,4570.047
"H5","CHN","12","China","USA","United States",2017,"Gross Exp.",2,147111.681
"H5","CHN","12","China","USA","United States",2017,"Gross Imp.",1,14560407.401
"H5","CHN","12","China","USA","United States",2018,"Gross Exp.",2,172674.464
"H5","CHN","12","China","USA","United States",2018,"Gross Imp.",1,7680207.428
"H5","CHN","12","China","USA","United States",2019,"Gross Exp.",2,114719.188
"H5","CHN","12","China","USA","United States",2019,"Gross Imp.",1,7221565.251
"H5","CHN","12","China","USA","United States",2020,"Gross Exp.",2,127698.825
"H5","CHN","12","China","USA","United States",2020,"Gross Imp.",1,11418839.099
"H5","CHN","12","China","USA","United States",2021,"Gross Exp.",2,150084.936
"H5","CHN","12","China","USA","United States",2021,"Gross Imp.",1,17426792.13
"H5","CHN","12","China","WLD"," World",2017,"Gross Exp.",2,2646341.277
"H5","CHN","12","China","WLD"," World",2017,"Gross Imp.",1,44514236.242
"H5","CHN","12","China","WLD"," World",2018,"Gross Exp.",2,2714832.604
"H5","CHN","12","China","WLD"," World",2018,"Gross Imp.",1,43379520.601
"H5","CHN","12","China","WLD"," World",2019,"Gross Exp.",2,2874926.091
"H5","CHN","12","China","WLD"," World",2019,"Gross Imp.",1,40082336.265
"H5","CHN","12","China","WLD"," World",2020,"Gross Exp.",2,2874554.77
"H5","CHN","12","China","WLD"," World",2020,"Gross Imp.",1,44980648.916
"H5","CHN","12","China","WLD"," World",2021,"Gross Exp.",2,2953545.757
"H5","CHN","12","China","WLD"," World",2021,"Gross Imp.",1,59725981.233
"H5","CHN","13","China","CHN","China",2017,"Gross Imp.",1,573.36
"H5","CHN","13","China","CHN","China",2018,"Gross Imp.",1,318.999
"H5","CHN","13","China","CHN","China",2019,"Gross Imp.",1,1566.793
"H5","CHN","13","China","CHN","China",2020,"Gross Imp.",1,743.359
"H5","CHN","13","China","CHN","China",2021,"Gross Imp.",1,796.885
"H5","CHN","13","China","USA","United States",2017,"Gross Exp.",2,242620.684
"H5","CHN","13","China","USA","United States",2017,"Gross Imp.",1,21214.037
"H5","CHN","13","China","USA","United States",2018,"Gross Exp.",2,284378.49
"H5","CHN","13","China","USA","United States",2018,"Gross Imp.",1,28165.099
"H5","CHN","13","China","USA","United States",2019,"Gross Exp.",2,274441.226
"H5","CHN","13","China","USA","United States",2019,"Gross Imp.",1,20088.564
"H5","CHN","13","China","USA","United States",2020,"Gross Exp.",2,374030.788
"H5","CHN","13","China","USA","United States",2020,"Gross Imp.",1,18292.465
"H5","CHN","13","China","USA","United States",2021,"Gross Exp.",2,465985.386
"H5","CHN","13","China","USA","United States",2021,"Gross Imp.",1,23685.405
"H5","CHN","13","China","WLD"," World",2017,"Gross Exp.",2,1347926.573
"H5","CHN","13","China","WLD"," World",2017,"Gross Imp.",1,255906.924
"H5","CHN","13","China","WLD"," World",2018,"Gross Exp.",2,1528754.273
"H5","CHN","13","China","WLD"," World",2018,"Gross Imp.",1,313727.306
"H5","CHN","13","China","WLD"," World",2019,"Gross Exp.",2,1555981.79
"H5","CHN","13","China","WLD"," World",2019,"Gross Imp.",1,412483.153
"H5","CHN","13","China","WLD"," World",2020,"Gross Exp.",2,1636441.918
"H5","CHN","13","China","WLD"," World",2020,"Gross Imp.",1,371027.604
"H5","CHN","13","China","WLD"," World",2021,"Gross Exp.",2,2107566.577
"H5","CHN","13","China","WLD"," World",2021,"Gross Imp.",1,467133.376
"H5","CHN","14","China","CHN","China",2017,"Gross Imp.",1,25.544
"H5","CHN","14","China","CHN","China",2018,"Gross Imp.",1,14.842
"H5","CHN","14","China","CHN","China",2019,"Gross Imp.",1,2.467
"H5","CHN","14","China","CHN","China",2020,"Gross Imp.",1,36.186
"H5","CHN","14","China","CHN","China",2021,"Gross Imp.",1,0.218
"H5","CHN","14","China","USA","United States",2017,"Gross Exp.",2,10702.934
"H5","CHN","14","China","USA","United States",2017,"Gross Imp.",1,9256.986
"H5","CHN","14","China","USA","United States",2018,"Gross Exp.",2,10348.23
"H5","CHN","14","China","USA","United States",2018,"Gross Imp.",1,4665.55
"H5","CHN","14","China","USA","United States",2019,"Gross Exp.",2,9938.242
"H5","CHN","14","China","USA","United States",2019,"Gross Imp.",1,1510.738
"H5","CHN","14","China","USA","United States",2020,"Gross Exp.",2,13309.548
"H5","CHN","14","China","USA","United States",2020,"Gross Imp.",1,5973.867
"H5","CHN","14","China","USA","United States",2021,"Gross Exp.",2,14980.286
"H5","CHN","14","China","USA","United States",2021,"Gross Imp.",1,8547.694
"H5","CHN","14","China","WLD"," World",2017,"Gross Exp.",2,130872.09
"H5","CHN","14","China","WLD"," World",2017,"Gross Imp.",1,174995.35
"H5","CHN","14","China","WLD"," World",2018,"Gross Exp.",2,127772.254
"H5","CHN","14","China","WLD"," World",2018,"Gross Imp.",1,142392.501
"H5","CHN","14","China","WLD"," World",2019,"Gross Exp.",2,129762.988
"H5","CHN","14","China","WLD"," World",2019,"Gross Imp.",1,143715.228
"H5","CHN","14","China","WLD"," World",2020,"Gross Exp.",2,157075.912
"H5","CHN","14","China","WLD"," World",2020,"Gross Imp.",1,128853.369
"H5","CHN","14","China","WLD"," World",2021,"Gross Exp.",2,198131.102
"H5","CHN","14","China","WLD"," World",2021,"Gross Imp.",1,209260.872
"H5","CHN","15","China","CHN","China",2017,"Gross Imp.",1,1275.815
"H5","CHN","15","China","CHN","China",2018,"Gross Imp.",1,904.535
"H5","CHN","15","China","CHN","China",2019,"Gross Imp.",1,732.182
"H5","CHN","15","China","CHN","China",2020,"Gross Imp.",1,1219.512
"H5","CHN","15","China","CHN","China",2021,"Gross Imp.",1,607.597
"H5","CHN","15","China","USA","United States",2017,"Gross Exp.",2,84354.876
"H5","CHN","15","China","USA","United States",2017,"Gross Imp.",1,138921.833
"H5","CHN","15","China","USA","United States",2018,"Gross Exp.",2,88247.921
"H5","CHN","15","China","USA","United States",2018,"Gross Imp.",1,106013.204
"H5","CHN","15","China","USA","United States",2019,"Gross Exp.",2,87215.072
"H5","CHN","15","China","USA","United States",2019,"Gross Imp.",1,97411.867
"H5","CHN","15","China","USA","United States",2020,"Gross Exp.",2,91733.932
"H5","CHN","15","China","USA","United States",2020,"Gross Imp.",1,133149.016
"H5","CHN","15","China","USA","United States",2021,"Gross Exp.",2,109744.669
"H5","CHN","15","China","USA","United States",2021,"Gross Imp.",1,133172.082
"H5","CHN","15","China","WLD"," World",2017,"Gross Exp.",2,839440.202
"H5","CHN","15","China","WLD"," World",2017,"Gross Imp.",1,8285121.759
"H5","CHN","15","China","WLD"," World",2018,"Gross Exp.",2,1092689.797
"H5","CHN","15","China","WLD"," World",2018,"Gross Imp.",1,8608587.332
"H5","CHN","15","China","WLD"," World",2019,"Gross Exp.",2,1188457.107
"H5","CHN","15","China","WLD"," World",2019,"Gross Imp.",1,9933201.512
"H5","CHN","15","China","WLD"," World",2020,"Gross Exp.",2,1439275.015
"H5","CHN","15","China","WLD"," World",2020,"Gross Imp.",1,11260130.609
"H5","CHN","15","China","WLD"," World",2021,"Gross Exp.",2,2364370.596
"H5","CHN","15","China","WLD"," World",2021,"Gross Imp.",1,15969331.627
"H5","CHN","16","China","CHN","China",2017,"Gross Imp.",1,5119.533
"H5","CHN","16","China","CHN","China",2018,"Gross Imp.",1,2994.66
